system:index,avg_temperature,date,location_id,ndvi,nighttime_lights,precipitation,relative_humidity,soil_moisture,surface_pressure_hpa,.geo
0_0,25.05123792848633,2001-11,80,0.7938217391304349,0.0,854.3068329245535,69.56727389556384,0.22783744324287875,984.6248376721246,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,22.095574088946137,2001-07,97,0.5732086956521739,6.5,1193.80991257734,80.97313679720963,0.33108210454792736,952.390584247467,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,23.974808312333153,2001-07,111,0.5786,18.0,1061.0267380625694,74.77461736830496,0.16104061178965118,1017.0196561652753,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0,13.190726949961743,2001-04,121,0.7044782608695652,9.5,1429.3240914494484,73.46688118955248,0.3670070578518523,995.2897486310296,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0,9.393081402016492,2001-02,122,0.713895652173913,2.5,1760.65601505346,82.26928498851245,0.41596914491696957,996.4274381287446,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0,13.295198625189983,2001-03,123,0.7095434782608696,5.0,1326.3548920304268,74.14414024820158,0.2904318561292675,999.8957737451842,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0,7.396714080740992,2001-02,130,0.05497391304347826,0.5,290.5552247912375,29.501066441310265,0.05219673087063445,661.2445191789744,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0,19.502195539431057,2001-11,139,0.7409130434782609,0.0,1972.487376108834,71.42369627374354,0.27665150960286455,871.057091096782,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0,-9999.0,2001-06,141,0.5966260869565218,1.5,-9999.0,-9999.0,-9999.0,-9999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0,24.807565072464627,2001-06,142,0.5548739130434783,2.5,1021.654279008576,74.19495647736831,0.280109119850751,1016.7818353890202,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0,25.05123792848633,2001-11,157,0.7922608695652175,0.0,854.3068329245535,69.56727389556384,0.22783744324287875,984.6248376721246,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0,22.43795600960766,2001-06,159,0.6977739130434784,6.0,2840.5142138153997,84.99190858931932,0.5000653758985265,955.2735077634484,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0,22.371725897592796,2001-06,106,0.7705739130434783,0.5,2534.1354916245427,87.39413267669389,0.4551456956558576,964.4480134712113,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0,22.78113166600042,2001-11,173,0.797495652173913,3.5,1417.981744781205,78.98642169524301,0.3488294801755582,967.9606196355946,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_0,20.196100050346956,2001-07,176,0.6592086956521739,7.5,854.5410642773596,68.51209450204468,0.22436592415587536,879.8275260282892,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0,24.83297063574929,2001-05,181,0.6314173913043478,0.0,994.7706172615973,78.05612215339097,0.2975458345456755,986.8120636995218,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0,24.974365291856657,2001-06,189,0.39935652173913044,31.0,1222.6297269017189,73.09398301632126,0.1831588762535896,1017.1418764849099,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0,20.967173065115958,2001-07,239,0.7386173913043479,0.0,2611.345917955109,86.53753444263104,0.4414961375057969,927.6162988593387,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0,-9999.0,2001-06,247,0.6009304347826088,0.5,-9999.0,-9999.0,-9999.0,-9999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0,23.85066269304116,2001-06,249,0.7422304347826088,1.5,2753.4394869954076,87.90113404811635,0.43981176228283736,996.53382169039,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0,22.78113166600042,2001-11,267,0.7881304347826087,1.5,1417.981744781205,78.98642169524301,0.3488294801755582,967.9606196355946,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0,22.371725897592796,2001-06,279,0.7705739130434783,0.5,2534.1354916245427,87.39413267669389,0.4551456956558576,964.4480134712113,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0,22.371725897592796,2001-05,106,0.7705739130434783,0.5,2534.1354916245427,87.39413267669389,0.4551456956558576,964.4480134712113,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0,25.587529042213532,2001-07,387,0.5571739130434783,2.0,2112.789363637635,82.5525800987625,0.24852062730484348,1009.992790868472,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0,24.915300205526762,2001-05,430,0.7060304347826087,0.0,2010.7748518139808,84.72504810692034,0.45402854675571663,1005.282841096782,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0,25.19087432617448,2001-09,486,0.6966478260869565,0.0,1866.3109848648994,84.33128345482895,0.4547210588847122,1006.1395089050015,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0,24.958249781012,2001-09,540,0.6499782608695652,0.0,2288.424045816132,85.41251543588761,0.4522017108795307,1003.380786302262,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0,23.70821656005012,2001-08,624,0.3238608695652174,0.0,258.7810317427603,40.15918079324427,0.11311943019361805,981.9088068502067,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0,17.21787739409666,2001-04,630,0.6681043478260871,0.0,2409.1804484278646,88.68729284077814,0.3877564260404403,848.8166356173296,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0,19.502195539431057,2001-11,1917,0.7409130434782609,0.0,1972.487376108834,71.42369627374354,0.27665150960286455,871.057091096782,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0,-9999.0,2001-06,1926,0.5966260869565218,1.5,-9999.0,-9999.0,-9999.0,-9999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0,20.353086039573896,2001-06,1998,0.5374695652173913,2.0,1969.0821925551384,83.68692651619638,0.32741250686993895,899.0845500008918,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0,20.583897924205303,2001-06,2095,0.2258,4.5,304.25459243364014,48.647873824846435,0.05632902868262163,909.5050271698416,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0,-9999.0,2001-06,2326,0.7343173913043478,6.5,-9999.0,-9999.0,-9999.0,-9999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0,-9999.0,2001-07,2363,0.5408782608695653,10.5,-9999.0,-9999.0,-9999.0,-9999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0,-9999.0,2001-07,2369,0.5408782608695653,10.5,-9999.0,-9999.0,-9999.0,-9999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0,26.180619974005708,2001-01,2380,0.6018173913043479,13.5,981.6431114823309,76.76715819355447,0.25907000711519457,1015.197451827376,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0,25.18235950382865,2001-07,2435,0.6624521739130436,8.5,720.0901965052573,74.92783020021963,0.1913506965114645,984.4387760282891,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0,-9999.0,2001-07,2456,-9999.0,14.0,-9999.0,-9999.0,-9999.0,-9999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_0,-9999.0,2001-07,2510,-9999.0,14.0,-9999.0,-9999.0,-9999.0,-9999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
40_0,-9999.0,2001-07,2568,0.5659347826086957,10.0,-9999.0,-9999.0,-9999.0,-9999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
41_0,25.052702326317444,2001-04,2580,0.6943217391304348,38.0,670.6624934823004,74.61227806881561,0.32848008038246457,983.5970054803439,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_0,-9999.0,2001-07,2583,-9999.0,14.0,-9999.0,-9999.0,-9999.0,-9999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
43_0,-9999.0,2001-05,2605,0.7343173913043478,6.5,-9999.0,-9999.0,-9999.0,-9999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
44_0,-9999.0,2001-04,2364,0.7196826086956523,7.5,-9999.0,-9999.0,-9999.0,-9999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
45_0,25.60192620438511,2001-07,2653,0.6004826086956522,16.0,876.8585781008688,75.96112957982307,0.2060156051426717,997.1972486310286,"{""type"":""MultiPoint"",""coordinates"":[]}"
46_0,-9999.0,2001-01,2656,0.6188652173913043,15.0,-9999.0,-9999.0,-9999.0,-9999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
47_0,-9999.0,2001-01,2659,0.7196826086956523,7.5,-9999.0,-9999.0,-9999.0,-9999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
48_0,25.60192620438511,2001-07,2652,0.5778347826086957,26.0,876.8585781008688,75.96112957982307,0.2060156051426717,997.1972486310286,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_0,14.735770783794521,2001-07,2820,0.5874304347826087,17.5,2068.1383470446553,67.04592298238265,0.30717791204583145,787.9947041104805,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_0,12.84751718076916,2001-07,2832,0.41336521739130433,7.5,999.138296619126,62.64508019666758,0.24029234620534118,752.2497166675583,"{""type"":""MultiPoint"",""coordinates"":[]}"
51_0,16.654189911933827,2001-07,2835,0.3057304347826087,26.5,468.6247716099707,53.568473279190485,0.18443121888321817,805.7679940648186,"{""type"":""MultiPoint"",""coordinates"":[]}"
52_0,10.574701291785516,2001-01,2839,0.6427173913043478,10.5,1467.3599908501594,68.15171251400025,0.33376391162611035,724.7066116447273,"{""type"":""MultiPoint"",""coordinates"":[]}"
53_0,12.536378794282427,2001-07,2976,0.5885,9.0,1816.7381743342369,66.63842755329914,0.3046338486344846,754.037104795412,"{""type"":""MultiPoint"",""coordinates"":[]}"
54_0,19.398645355712517,2001-11,3244,0.6875130434782609,6.5,3224.935323968598,79.1566641396134,0.33509828924588414,882.8059198639057,"{""type"":""MultiPoint"",""coordinates"":[]}"
