system:index,avg_temperature,date,location_id,ndvi,nighttime_lights,precipitation,relative_humidity,soil_moisture,surface_pressure_hpa,.geo
0_0,-9999.0,2024-09,90957,0.33727391304347826,11.2984085,-9999.0,-9999.0,0.13600032,-9999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,18.501252378314177,2024-10,90958,0.6406173913043478,0.9878483,1305.0352288484924,56.0733294528645,0.28100094,807.565303183523,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,-9999.0,2024-01,90978,0.4208913043478261,1.6313868,-9999.0,-9999.0,0.08826082,-9999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0,24.789892412752124,2024-06,90987,0.4053260869565218,28.68531,1128.0673248768203,66.27595611236656,0.101526216,968.903150405745,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0,25.235592246967485,2024-11,90996,0.3984173913043479,24.628304,581.7002160549514,65.13246719900869,0.12499039,1009.054108966765,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0,16.467056236892347,2024-11,90997,0.2913434782608696,76.66547,1412.7060724497192,56.2823194310343,0.15369937,771.0427326006449,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0,23.53762177152936,2024-11,90999,0.45371739130434785,30.449265,990.2868373394363,59.49664646814521,0.19626737,953.2958336935412,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0,16.892445260970305,2024-04,91000,0.5451695652173913,0.4461198,353.98809146884605,66.1447571054127,0.11235843,985.9891966261463,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0,18.196751430212885,2024-02,91001,0.673504347826087,0.4875944,4086.0364986658446,91.41342840762809,0.34368733,846.0843890214098,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0,27.01375535780818,2024-08,91002,0.7032304347826087,2.521048,1991.3002355099075,73.01780463405761,0.2786361,983.4162856516471,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0,20.184942183642363,2024-08,91003,0.3445521739130435,40.703106,1826.6270412207,78.60338328387199,0.26502365,931.5745222181316,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0,22.11657258052827,2024-06,91010,0.6606739130434783,0.78335935,1466.9914646149032,71.3386133816178,0.17269698,894.9031617900804,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0,22.233151063068078,2024-07,91011,0.4128391304347826,5.2055697,106.25004303458851,24.59649519402099,0.053568233,873.5092433019194,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0,7.6979374466913555,2024-02,91019,0.7097,0.81673175,2478.9562327862136,75.68361779804943,0.5836737,913.2418264075666,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_0,24.487309458303685,2024-01,91034,0.6148739130434783,1.9548047,1369.3128926754348,78.36733421254158,0.095471166,973.3394482199525,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0,22.233151063068078,2024-10,91061,0.4128391304347826,5.2055697,106.25004303458851,24.59649519402099,0.053568233,873.5092433019194,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0,26.290688871511918,2024-09,91065,0.7918826086956522,0.35830078,1848.6690921783797,74.41827592893272,0.28193936,981.2646736297887,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0,22.233151063068078,2024-02,91068,0.4128391304347826,5.2055697,106.25004303458851,24.59649519402099,0.053568233,873.5092433019194,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0,13.448669201515656,2024-05,91109,0.7409521739130436,0.39943358,3886.4031834602706,86.3121534817161,0.30377552,744.3479227190422,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0,19.522474379965104,2024-03,91112,0.5426521739130435,35.25718,866.3809849024169,67.1628539054353,0.20961756,1012.4863015897167,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0,22.721213965077425,2024-05,91114,0.7922608695652175,2.032731,2234.3136323690765,84.81219098850703,0.27793497,1013.8739017718652,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0,24.686741664587885,2024-06,91115,0.7702434782608696,0.4767806,8025.364394307171,88.946657290852,0.44683486,977.5972180286949,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0,26.506990127702522,2024-02,91118,0.7728782608695652,0.30220377,2102.4751616716735,75.53101812294369,0.311709,988.0544379740511,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0,23.769528905594257,2024-04,91133,0.6813565217391304,0.7622396,2920.839960694348,87.02909572794498,0.45483983,966.072940933978,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0,24.047834987675344,2024-12,91134,0.1243695652173913,0.40166014,85.63918900493306,31.8480698365556,0.05331002,928.2646633838871,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0,23.78577604172216,2024-06,91138,0.3982304347826087,25.5818,718.0031342506759,71.43408940502567,0.29837984,1012.3024001780581,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0,22.11657258052827,2024-07,91153,0.6606739130434783,0.78335935,1466.9914646149032,71.3386133816178,0.17269698,894.9031617900804,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0,22.18293258166716,2024-09,91156,0.5502521739130435,10.00817,1660.0713683367126,60.15819261610507,0.27346408,897.7300254057449,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0,21.712355973985552,2024-08,91161,0.5926173913043479,0.3895573,2580.9276951551788,81.10912709828541,0.4158022,895.0272419357993,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0,22.6965273011146,2024-03,91162,0.6912913043478262,0.5534603,3309.3984974623077,83.63582899285295,0.39881375,925.7021076006444,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0,23.577774010330188,2024-08,91163,0.5837695652173913,0.3461914,1651.1125220060699,60.79925231402873,0.23405679,924.6105456698616,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0,20.8623072348002,2024-07,91168,0.8088782608695653,0.27475587,2333.5384382009856,79.45179554222108,0.5589473,898.3900288210456,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0,23.27788838732215,2024-09,91189,0.4684913043478261,11.492428,691.1674244404189,61.232382857189805,0.10125903,963.2329967172208,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0,20.184942183642363,2024-09,91190,0.3445521739130435,40.703106,1826.6270412207,78.60338328387199,0.26502365,931.5745222181316,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0,24.1267266514958,2024-12,91191,0.6963086956521739,0.32459635,779.6258730888717,60.10648594114384,0.08974869,994.8482653875296,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0,21.14833265210757,2024-11,12998,0.5988652173913044,6.584769,1729.2944593429916,71.01012815414283,0.2180616,925.0631913893507,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0,20.303918491773402,2024-07,91204,0.5531521739130435,20.00765,1524.7285915613525,80.25452676453207,0.30390856,897.18726470447,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0,20.678102688537706,2024-10,91205,0.6232652173913044,5.5839095,1944.9229044914596,76.97702110372062,0.24664253,878.8653908429036,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0,25.570804217951945,2024-01,91207,0.6788434782608697,0.2335384,5808.056841611897,89.22472356659813,0.43745592,988.3474138392589,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_0,25.164702080898564,2024-03,41200,0.8019608695652174,0.77176434,3554.6575738191955,88.05428118673888,0.3672016,1004.2402565077481,"{""type"":""MultiPoint"",""coordinates"":[]}"
40_0,25.083138655921402,2024-03,91216,0.4181391304347826,24.762419,578.9446039200179,67.5526524760266,0.21570173,1010.1507585569296,"{""type"":""MultiPoint"",""coordinates"":[]}"
41_0,19.130648910716957,2024-12,91221,0.504495652173913,49.179066,853.4257663488738,66.42879382407925,0.21566807,1007.140338474962,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_0,20.186222254295785,2024-01,91252,0.6504130434782609,28.312262,1230.2207304239623,73.57524388215397,0.23256248,921.1090577372565,"{""type"":""MultiPoint"",""coordinates"":[]}"
43_0,14.931642282899531,2024-05,91254,0.6357913043478262,0.4443555,2402.825350880658,80.5279233856139,0.38632444,762.2491226279672,"{""type"":""MultiPoint"",""coordinates"":[]}"
44_0,25.03910996206048,2024-05,91255,0.7614695652173913,0.6695996,1140.8983273506515,76.09571410525542,0.11482594,1012.1566647500072,"{""type"":""MultiPoint"",""coordinates"":[]}"
45_0,25.063705462401913,2024-05,91256,0.6657391304347826,0.8015918,1347.2081227302901,79.95132557833216,0.2976033,996.1818981288776,"{""type"":""MultiPoint"",""coordinates"":[]}"
46_0,25.965567379310414,2024-10,91259,0.802904347826087,0.26370442,2749.8498661518447,78.23033542692211,0.43899134,978.4898273183134,"{""type"":""MultiPoint"",""coordinates"":[]}"
47_0,24.51919960480575,2024-10,91275,0.46980434782608704,9.751051,1620.6090701818816,75.7999979626408,0.5765467,1015.7692581015554,"{""type"":""MultiPoint"",""coordinates"":[]}"
48_0,14.826793667874767,2024-10,91279,0.4290869565217391,3.4568424,444.3369163275115,68.51940081889002,0.14495225,996.3461376552898,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_0,20.230948683386202,2024-10,91282,0.6692347826086957,0.39323893,5475.634823560749,85.11065249582668,0.34673727,881.5662253146704,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_0,17.030419845442168,2024-11,91304,0.691804347826087,8.630804,1934.2097593546264,81.08083914550622,0.46923822,913.6838311889874,"{""type"":""MultiPoint"",""coordinates"":[]}"
51_0,20.237527583943972,2024-01,91313,0.5649565217391305,2.9435678,1297.9228897095077,73.23394149887385,0.6254761,863.034922946728,"{""type"":""MultiPoint"",""coordinates"":[]}"
52_0,17.340420183414608,2024-11,91314,0.1864826086956522,96.442535,1227.314005613362,53.92524723226499,0.13255325,780.733228957658,"{""type"":""MultiPoint"",""coordinates"":[]}"
53_0,13.040429833417306,2024-08,91316,0.7078217391304348,3.5504622,1122.7559251785628,55.05560626102465,0.30016404,725.0188881106628,"{""type"":""MultiPoint"",""coordinates"":[]}"
54_0,26.7247580064452,2024-07,91317,0.5050521739130435,31.902376,1659.2074437141769,79.34527679833668,0.25926864,1012.7859122454529,"{""type"":""MultiPoint"",""coordinates"":[]}"
55_0,25.965567379310414,2024-06,91322,0.802904347826087,0.26370442,2749.8498661518447,78.23033542692211,0.43899134,978.4898273183134,"{""type"":""MultiPoint"",""coordinates"":[]}"
56_0,10.262429482993298,2024-01,91332,0.809704347826087,0.2980664,1356.1561955213897,78.82095123508826,0.6499226,1004.472328456747,"{""type"":""MultiPoint"",""coordinates"":[]}"
57_0,25.413791334086568,2024-03,91333,0.3070521739130435,0.8709505,506.5852953195922,59.48769534189909,0.08552211,1002.4695472636678,"{""type"":""MultiPoint"",""coordinates"":[]}"
58_0,-9999.0,2024-05,91341,0.3868173913043479,35.457405,-9999.0,-9999.0,0.32773402,-9999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
59_0,19.829293107552246,2024-01,91345,0.444995652173913,25.334408,2171.0025025606506,80.96470705005751,0.3313838,924.619085059661,"{""type"":""MultiPoint"",""coordinates"":[]}"
60_0,16.9473917990652,2024-09,91359,0.8162521739130435,0.35077474,4132.3762340546,72.38872675832422,0.25173077,800.0395745860727,"{""type"":""MultiPoint"",""coordinates"":[]}"
61_0,21.53886582143525,2024-09,91367,0.5498130434782609,0.54126626,939.190934419667,52.86881595629368,0.119846314,863.174985560572,"{""type"":""MultiPoint"",""coordinates"":[]}"
62_0,18.22824846139173,2024-01,91373,0.5231347826086957,14.313776,1563.5377122164123,80.87580593696298,0.33980703,910.7000128829766,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_0,25.74633154391404,2024-02,91374,0.6486565217391305,0.31170574,949.7962100506179,62.069798218223006,0.19741255,960.8969732654897,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_0,16.956020324651774,2024-06,91390,0.7960782608695652,0.37425455,1504.1293157339446,80.17926316099987,0.33555079,888.5738744494603,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_0,15.16949795443287,2024-03,91426,0.5046652173913043,2.5664845,802.5724692345016,60.86958093347036,0.2612304,765.0373648866193,"{""type"":""MultiPoint"",""coordinates"":[]}"
66_0,22.114916515523873,2024-03,91437,0.3571782608695652,60.625256,1718.966479420697,59.273914729548025,0.2744037,892.3249662072013,"{""type"":""MultiPoint"",""coordinates"":[]}"
67_0,24.454327349497646,2024-02,91438,0.7360913043478261,0.23956381,5021.644468426739,87.86304287531681,0.43327984,970.0666852418099,"{""type"":""MultiPoint"",""coordinates"":[]}"
68_0,15.259741267914706,2024-01,91502,0.2858782608695652,0.36750975,171.51379120353383,75.50226665409522,0.11818098,1008.101231006837,"{""type"":""MultiPoint"",""coordinates"":[]}"
69_0,21.310360202198694,2024-04,91513,0.696295652173913,18.689716,1305.869395852124,68.06033098295201,0.10621058,929.2201176188594,"{""type"":""MultiPoint"",""coordinates"":[]}"
70_0,19.149504215817103,2024-12,43061,0.7223173913043478,5.7361035,2254.3153120279662,77.00929063526696,0.234179,901.3337993128491,"{""type"":""MultiPoint"",""coordinates"":[]}"
71_0,24.867766601618143,2024-05,91517,0.4482652173913043,41.05731,741.791020154988,73.97356418914279,0.24459751,1012.7286775004624,"{""type"":""MultiPoint"",""coordinates"":[]}"
72_0,17.340420183414608,2024-11,91594,0.18059565217391305,108.69596,1227.314005613362,53.92524723226499,0.13402613,780.733228957658,"{""type"":""MultiPoint"",""coordinates"":[]}"
73_0,22.47974510123396,2024-04,91605,0.3138391304347826,0.4053418,243.2643128633849,29.022199133678033,0.077868044,852.604583693541,"{""type"":""MultiPoint"",""coordinates"":[]}"
74_0,23.769528905594257,2024-03,91608,0.6813565217391304,0.7622396,2920.839960694348,87.02909572794498,0.45483983,966.072940933978,"{""type"":""MultiPoint"",""coordinates"":[]}"
75_0,21.712355973985552,2024-03,91610,0.5926173913043479,0.3895573,2580.9276951551788,81.10912709828541,0.4158022,895.0272419357993,"{""type"":""MultiPoint"",""coordinates"":[]}"
76_0,18.797475669596736,2024-01,91623,0.7042304347826087,0.49616212,1845.475758433377,76.34338402003232,0.43802154,913.4827508155812,"{""type"":""MultiPoint"",""coordinates"":[]}"
77_0,23.08391154555028,2024-06,91625,0.536904347826087,0.31240234,2741.262982606923,86.51588062654486,0.4347735,943.2924673456347,"{""type"":""MultiPoint"",""coordinates"":[]}"
78_0,24.560673716116014,2024-09,91647,0.4889217391304348,47.82445,1628.4600002766006,75.34091634259336,0.16501442,1015.813445260025,"{""type"":""MultiPoint"",""coordinates"":[]}"
79_0,-9999.0,2024-07,91675,0.5267826086956522,11.074115,-9999.0,-9999.0,0.17458923,-9999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
80_0,20.404205368125474,2024-10,91691,0.8007652173913044,1.2599447,1916.4597047567718,76.97233435456309,0.24473724,924.360587791902,"{""type"":""MultiPoint"",""coordinates"":[]}"
