system:index,avg_temperature,date,humidity,location_id,ndvi,precipitation,.geo
0_0,18.36128272313516,2023-08,7.641174008094993,144053,0.4006869565217392,529.4907105175639,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,15.86131549817776,2023-08,7.92585802992744,144054,0.35679565217391307,945.2840697971965,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,27.339346409279585,2023-07,20.849033998463256,144055,0.5690260869565217,573.3563316074992,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0,21.46354977507559,2023-01,13.587739986262932,144056,0.5436434782608697,860.565007945695,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0,17.56503847548953,2023-02,9.862706319382028,144057,0.5190130434782609,712.4093336073543,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0,19.92810122520433,2023-11,15.959509303471634,144064,0.6781913043478262,2072.8813719956065,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0,25.386682712432787,2023-04,16.096557587575603,144071,0.38825652173913044,428.3915621248866,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0,24.381893096993622,2023-10,18.999924944524935,144072,0.5888608695652174,1389.1176891533519,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0,18.643507724918493,2023-09,10.901212981411447,10333,0.5331304347826087,731.0555440394069,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0,14.08263711276112,2023-10,7.602959868896733,144073,0.5909826086956522,1478.6338520256663,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0,24.648261220923473,2023-10,18.855606620823437,144074,0.4427826086956522,595.8497387377406,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0,21.909441969710485,2023-09,16.076034613831325,144075,0.6711043478260871,1122.0711481777812,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0,23.127772137019406,2023-06,4.625479221779415,144078,0.19087391304347825,143.7201810089732,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0,22.963093822949475,2023-11,15.481116975061127,144103,0.6259739130434784,1053.8458836285258,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0,19.671150240615134,2023-09,11.24471014536664,144104,0.3408260869565218,922.2625953165675,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0,24.94158425352896,2023-09,20.803435218497214,144105,0.6477260869565218,1328.6701154915477,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0,25.573282847992402,2023-09,20.310680509593453,144106,0.7903304347826088,1720.309988876977,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0,21.868292791985027,2023-09,2.3559887733633786,144107,0.4249217391304348,125.35967054049024,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0,19.95975277521859,2023-09,14.869978142655441,10527,0.5889391304347826,2164.3313181606914,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0,26.139230916271856,2023-03,21.998848050261245,144114,0.4580782608695652,1004.2928618399287,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0,21.391218377030327,2023-04,16.753873333865727,144121,0.6955913043478261,1735.165433308282,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0,24.862217815172926,2023-07,19.884271851630956,144127,0.5580739130434783,1124.5349657742167,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0,26.324900418982565,2023-07,21.48243533443616,144128,0.5906521739130435,1010.9755259958888,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0,16.79335544359725,2023-01,7.244919950232486,144146,0.40104347826086956,585.0771826712275,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0,20.83369661618599,2023-02,18.59578837738735,144147,0.7839869565217391,4426.315055510202,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0,14.674645353343351,2023-07,11.580369168982543,144150,0.7151000000000001,1710.8309579102183,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0,25.001862239401987,2023-06,22.5885571327384,144151,0.7753304347826088,2569.4824469296123,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0,26.568823658494637,2023-03,22.562686921907982,144155,0.6297217391304348,1382.324503084817,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0,15.958188268583342,2023-02,1.671165624818741,144157,0.3327217391304348,356.8230730501796,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0,18.204997495537953,2023-04,11.269904566029027,144159,0.6225652173913043,769.302458783784,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0,17.659173526502684,2023-04,9.01791933486453,144165,0.4538869565217391,1037.4077868668223,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0,18.512261961148795,2023-11,15.690460760734766,144172,0.7280260869565217,1842.4343031851436,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0,14.749566648648624,2023-02,12.192377766299899,144174,0.7993913043478261,2863.032386919656,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0,3.950321366471485,2023-11,0.9689906551413969,144176,0.5028304347826087,1722.2013485638286,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0,17.330799034850315,2023-09,8.737418478700022,144180,0.32546521739130435,831.9568497149135,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0,16.43144405661127,2023-05,8.161002017156306,144192,0.1867913043478261,1002.176181694665,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_0,14.041594732624333,2023-09,10.182724735834995,144209,0.49408260869565224,326.00762071291456,"{""type"":""MultiPoint"",""coordinates"":[]}"
40_0,25.71375645850901,2023-10,22.872388111619387,78907,0.6796521739130436,3011.8186038939143,"{""type"":""MultiPoint"",""coordinates"":[]}"
41_0,26.28979968589198,2023-10,22.021239424405223,144210,0.6742434782608696,1661.608384272256,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_0,14.011079830012989,2023-08,7.09178224154266,144211,0.33797826086956523,1175.153033157983,"{""type"":""MultiPoint"",""coordinates"":[]}"
43_0,24.881262567598696,2023-03,20.555567379955733,87059,0.5574434782608696,664.9175149408961,"{""type"":""MultiPoint"",""coordinates"":[]}"
44_0,24.813787672835133,2023-07,19.915364219282367,144237,0.6493130434782609,1010.1254147497798,"{""type"":""MultiPoint"",""coordinates"":[]}"
45_0,19.286274027715706,2023-01,13.646546662561605,144248,0.7463521739130435,1341.600300094285,"{""type"":""MultiPoint"",""coordinates"":[]}"
46_0,13.696958022792785,2023-07,9.968939597421695,144250,0.6369304347826087,1499.9967229572917,"{""type"":""MultiPoint"",""coordinates"":[]}"
47_0,21.868292791985027,2023-08,2.3559887733633786,144251,0.4249217391304348,125.35967054049024,"{""type"":""MultiPoint"",""coordinates"":[]}"
48_0,16.274614584936046,2023-03,13.017756351488401,144256,0.4664869565217391,3421.216727515855,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_0,25.156502694952962,2023-10,17.28900260576927,144265,0.463595652173913,493.3506411520625,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_0,20.558079241399867,2023-07,13.740727866185807,144267,0.7472347826086957,985.7210827080394,"{""type"":""MultiPoint"",""coordinates"":[]}"
51_0,21.20226757972779,2023-10,12.353876232338848,144268,0.3670913043478261,1221.3917535750056,"{""type"":""MultiPoint"",""coordinates"":[]}"
52_0,17.95749441869731,2023-10,13.449614139016717,144269,0.7400130434782609,1550.919817110696,"{""type"":""MultiPoint"",""coordinates"":[]}"
53_0,21.909441969710485,2023-09,16.076034613831325,144270,0.6711043478260871,1122.0711481777812,"{""type"":""MultiPoint"",""coordinates"":[]}"
55_0,16.873573141228633,2023-11,9.306930331225772,144272,0.49508260869565224,545.7410079447413,"{""type"":""MultiPoint"",""coordinates"":[]}"
56_0,13.696958022792785,2023-06,9.968939597421695,144277,0.6369304347826087,1499.9967229572917,"{""type"":""MultiPoint"",""coordinates"":[]}"
57_0,20.943188223991058,2023-05,13.796261720352561,144282,0.3105826086956522,400.36931755224714,"{""type"":""MultiPoint"",""coordinates"":[]}"
58_0,15.941650918411995,2023-11,8.52854000945075,144294,0.29856086956521743,1218.3500689474727,"{""type"":""MultiPoint"",""coordinates"":[]}"
59_0,11.004407321807946,2023-11,8.081512059251054,144296,0.5297565217391305,2063.744650503793,"{""type"":""MultiPoint"",""coordinates"":[]}"
60_0,19.8825040059545,2023-11,16.33111429954772,35608,0.5122608695652174,1708.688781878152,"{""type"":""MultiPoint"",""coordinates"":[]}"
61_0,17.845871764231106,2023-12,11.850172652501499,144297,0.44435652173913043,741.0329741446162,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_0,20.099815917341687,2023-09,12.748658757666988,144299,0.5303652173913044,908.900932690301,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_0,18.585928217569972,2023-04,13.349300880954615,144316,0.707708695652174,1400.7069331614161,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_0,20.246004425118485,2023-04,13.088486900503824,144317,0.3828739130434783,980.9616369215632,"{""type"":""MultiPoint"",""coordinates"":[]}"
67_0,16.810698123391887,2023-07,14.890652951802394,144323,0.7323217391304349,12528.68233742396,"{""type"":""MultiPoint"",""coordinates"":[]}"
68_0,18.36128272313516,2023-07,7.641174008094993,144324,0.4006869565217392,529.4907105175639,"{""type"":""MultiPoint"",""coordinates"":[]}"
69_0,23.57531445472722,2023-08,4.737287824447776,144325,0.21169565217391306,131.6083383766795,"{""type"":""MultiPoint"",""coordinates"":[]}"
70_0,26.154754469710383,2023-08,21.601430143939808,144341,0.6832608695652175,812.1375453678752,"{""type"":""MultiPoint"",""coordinates"":[]}"
71_0,17.92308708957347,2023-02,12.040114950589611,144342,0.4336260869565217,711.9828027693416,"{""type"":""MultiPoint"",""coordinates"":[]}"
72_0,13.212126178828669,2023-03,9.546880655854864,144344,0.2768,1710.1361465660716,"{""type"":""MultiPoint"",""coordinates"":[]}"
73_0,15.941650918411995,2023-03,8.52854000945075,144345,0.29856086956521743,1218.3500689474727,"{""type"":""MultiPoint"",""coordinates"":[]}"
75_0,22.789314971993576,2023-12,14.726543630312449,144352,0.42413913043478263,953.3149165121699,"{""type"":""MultiPoint"",""coordinates"":[]}"
76_0,8.2065305648876,2023-12,0.133640876317088,144353,0.12086086956521741,1302.831829806962,"{""type"":""MultiPoint"",""coordinates"":[]}"
77_0,25.607871666128688,2023-09,20.49585013716205,144362,0.6269782608695652,1043.399275561967,"{""type"":""MultiPoint"",""coordinates"":[]}"
78_0,26.28979968589198,2023-09,22.021239424405223,76742,0.6742434782608696,1661.608384272256,"{""type"":""MultiPoint"",""coordinates"":[]}"
